Twiddle,Step,Kp,Ki,Kd,angle,cte,d_error,i_error,
0,0,0.140427,0,2.8306,-9.7751,1.2067,0.0875,1668.01,
0,0,0.140427,0,2.8306,-9.7072,1.2814,0.0811,1669.22,
0,0,0.140427,0,2.8306,-9.539,1.3492,0.0747,1670.5,
0,0,0.140427,0,2.8306,-9.3484,1.4103,0.0678,1671.85,
0,0,0.140427,0,2.8306,-9.0981,1.4645,0.0611,1673.26,
0,0,0.140427,0,2.8306,-8.8385,1.5119,0.0542,1674.72,
0,0,0.140427,0,2.8306,-8.5405,1.5525,0.0474,1676.23,
0,0,0.140427,0,2.8306,-8.2257,1.5863,0.0406,1677.79,
0,0,0.140427,0,2.8306,-7.8871,1.6134,0.0338,1679.37,
0,0,0.140427,0,2.8306,-7.5245,1.6341,0.0271,1680.99,
0,0,0.140427,0,2.8306,-7.1455,1.6484,0.0207,1682.62,
0,0,0.140427,0,2.8306,-6.7653,1.6565,0.0143,1684.27,
0,0,0.140427,0,2.8306,-6.3626,1.6549,0.0081,1685.92,
0,0,0.140427,0,2.8306,-5.9523,1.6456,-0.0016,1687.58,
0,0,0.140427,0,2.8306,-5.2603,1.6309,-0.0093,1689.22,
0,0,0.140427,0,2.8306,-4.6827,1.6113,-0.0147,1690.86,
0,0,0.140427,0,2.8306,-4.249,1.5869,-0.0196,1692.47,
0,0,0.140427,0,2.8306,-3.8334,1.5581,-0.0244,1694.05,
0,0,0.140427,0,2.8306,-3.4081,1.5252,-0.0288,1695.61,
0,0,0.140427,0,2.8306,-2.9956,1.4884,-0.0329,1697.14,
0,0,0.140427,0,2.8306,-2.59,1.4482,-0.0368,1698.63,
0,0,0.140427,0,2.8306,-2.1848,1.4047,-0.0402,1700.07,
0,0,0.140427,0,2.8306,-1.8031,1.3583,-0.0435,1701.48,
0,0,0.140427,0,2.8306,-1.4168,1.3092,-0.0464,1702.84,
0,0,0.140427,0,2.8306,-1.0487,1.2579,-0.0491,1704.15,
0,0,0.140427,0,2.8306,-0.6853,1.2045,-0.0513,1705.4,
0,0,0.140427,0,2.8306,-0.6853,1.2045,-0.0534,1706.61,
0,0,0.140427,0,2.8306,-0.0134,1.1494,0,1707.81,
0,0,0.140427,0,2.8306,-3.7923,1.092,-0.0551,1708.96,
0,0,0.140427,0,2.8306,0.3003,1.0335,-0.0574,1710.05,
0,0,0.140427,0,2.8306,0.6646,0.974,-0.0585,1711.09,
0,0,0.140427,0,2.8306,0.6646,0.974,-0.0595,1712.06,
0,0,0.140427,0,2.8306,1.2275,0.9132,0,1713.04,
0,0,0.140427,0,2.8306,-2.9831,0.8501,-0.0608,1713.95,
0,0,0.140427,0,2.8306,1.5329,0.7209,-0.0631,1714.8,
0,0,0.140427,0,2.8306,1.9172,0.6552,-0.1292,1715.52,
0,0,0.140427,0,2.8306,7.0483,0.5906,-0.0657,1716.17,
0,0,0.140427,0,2.8306,2.7854,0.526,-0.0646,1716.77,
0,0,0.140427,0,2.8306,2.9343,0.4614,-0.0646,1717.29,
0,0,0.140427,0,2.8306,3.1611,0.3971,-0.0646,1717.75,
0,0,0.140427,0,2.8306,3.3879,0.3331,-0.0643,1718.15,
0,0,0.140427,0,2.8306,3.5924,0.2741,-0.064,1718.48,
0,0,0.140427,0,2.8306,3.7959,0.2316,-0.059,1718.76,
0,0,0.140427,0,2.8306,3.6492,0.2068,-0.0425,1718.99,
0,0,0.140427,0,2.8306,2.6308,0.1931,-0.0248,1719.2,
0,0,0.140427,0,2.8306,2.6308,0.1931,-0.0137,1719.39,
0,0,0.140427,0,2.8306,0.7279,0.2097,0,1719.58,
0,0,0.140427,0,2.8306,-0.2416,0.2347,0.0166,1719.79,
0,0,0.140427,0,2.8306,-1.4746,0.2597,0.025,1720.03,
0,0,0.140427,0,2.8306,-2.1567,0.2844,0.025,1720.29,
0,0,0.140427,0,2.8306,-2.2445,0.3086,0.0247,1720.57,
0,0,0.140427,0,2.8306,-2.31,0.3322,0.0242,1720.88,
0,0,0.140427,0,2.8306,-2.31,0.3322,0.0236,1721.21,
0,0,0.140427,0,2.8306,-2.4,0.3551,0,1721.54,
0,0,0.140427,0,2.8306,-0.7299,0.3779,0.0229,1721.9,
0,0,0.140427,0,2.8306,-2.4308,0.4,0.0228,1722.28,
0,0,0.140427,0,2.8306,-2.5038,0.4212,0.0221,1722.68,
0,0,0.140427,0,2.8306,-2.5318,0.4608,0.0212,1723.1,
0,0,0.140427,0,2.8306,-2.5318,0.4608,0.0396,1723.56,
0,0,0.140427,0,2.8306,-3.9837,0.4946,0,1724.02,
0,0,0.140427,0,2.8306,-1.1814,0.5097,0.0338,1724.51,
0,0,0.140427,0,2.8306,-1.1814,0.5097,0.0151,1725.02,
0,0,0.140427,0,2.8306,-2.4216,0.5236,0,1725.53,
0,0,0.140427,0,2.8306,-1.3531,0.5364,0.0139,1726.06,
0,0,0.140427,0,2.8306,-2.3855,0.5479,0.0128,1726.59,
0,0,0.140427,0,2.8306,-2.3526,0.558,0.0115,1727.14,
0,0,0.140427,0,2.8306,-2.301,0.5667,0.0101,1727.7,
0,0,0.140427,0,2.8306,-2.2374,0.5738,0.0087,1728.27,
0,0,0.140427,0,2.8306,-2.1688,0.5795,0.0071,1728.84,
0,0,0.140427,0,2.8306,-2.0805,0.5838,0.0057,1729.42,
0,0,0.140427,0,2.8306,-2.0015,0.5864,0.0043,1730,
0,0,0.140427,0,2.8306,-1.9175,0.5876,0.0026,1730.59,
0,0,0.140427,0,2.8306,-1.8063,0.5872,0.0012,1731.18,
0,0,0.140427,0,2.8306,-1.7115,0.5853,-0.0004,1731.76,
0,0,0.140427,0,2.8306,-1.5968,0.5819,-0.0019,1732.35,
0,0,0.140427,0,2.8306,-1.484,0.577,-0.0034,1732.93,
0,0,0.140427,0,2.8306,-1.3659,0.5706,-0.0049,1733.51,
0,0,0.140427,0,2.8306,-1.2426,0.5628,-0.0064,1734.08,
0,0,0.140427,0,2.8306,-1.114,0.5536,-0.0078,1734.64,
0,0,0.140427,0,2.8306,-0.9875,0.543,-0.0092,1735.2,
0,0,0.140427,0,2.8306,-0.8561,0.5311,-0.0106,1735.74,
0,0,0.140427,0,2.8306,-0.7199,0.5179,-0.0119,1736.27,
0,0,0.140427,0,2.8306,-0.7199,0.5179,-0.0132,1736.79,
0,0,0.140427,0,2.8306,-0.4477,0.488,0,1737.31,
0,0,0.140427,0,2.8306,-0.4477,0.488,-0.0299,1737.79,
0,0,0.140427,0,2.8306,0.839,0.4717,0,1738.28,
0,0,0.140427,0,2.8306,-1.2769,0.4353,-0.0163,1738.75,
0,0,0.140427,0,2.8306,-0.0662,0.4155,-0.0364,1739.19,
0,0,0.140427,0,2.8306,1.484,0.3953,-0.0198,1739.6,
0,0,0.140427,0,2.8306,0.3788,0.3743,-0.0202,1740,
0,0,0.140427,0,2.8306,0.478,0.3528,-0.021,1740.37,
0,0,0.140427,0,2.8306,0.6084,0.3308,-0.0215,1740.73,
0,0,0.140427,0,2.8306,0.7192,0.3083,-0.022,1741.06,
0,0,0.140427,0,2.8306,0.8318,0.2855,-0.0225,1741.37,
0,0,0.140427,0,2.8306,0.9462,0.2625,-0.0228,1741.65,
0,0,0.140427,0,2.8306,1.0475,0.2393,-0.023,1741.91,
0,0,0.140427,0,2.8306,1.1424,0.2024,-0.0232,1742.15,
0,0,0.140427,0,2.8306,1.1424,0.2024,-0.0369,1742.35,
0,0,0.140427,0,2.8306,2.337,0.2064,0,1742.56,
0,0,0.140427,0,2.8306,-0.2742,0.2304,0.004,1742.76,
0,0,0.140427,0,2.8306,-0.5713,0.2702,0.024,1742.99,
0,0,0.140427,0,2.8306,-2.0709,0.3298,0.0398,1743.26,
0,0,0.140427,0,2.8306,-2.0709,0.3298,0.0596,1743.59,
0,0,0.140427,0,2.8306,-4.9391,0.3949,0,1743.92,
0,0,0.140427,0,2.8306,-0.7215,0.4596,0.0651,1744.32,
0,0,0.140427,0,2.8306,-5.5568,0.5221,0.0647,1744.78,
0,0,0.140427,0,2.8306,-5.7557,0.5821,0.0625,1745.3,
0,0,0.140427,0,2.8306,-5.8194,0.6394,0.06,1745.88,
0,0,0.140427,0,2.8306,-5.8531,0.6937,0.0573,1746.52,
0,0,0.140427,0,2.8306,-5.8632,0.7448,0.0543,1747.22,
0,0,0.140427,0,2.8306,-5.8416,0.7924,0.0511,1747.96,
0,0,0.140427,0,2.8306,-5.7945,0.8364,0.0476,1748.75,
0,0,0.140427,0,2.8306,-5.7139,0.8766,0.044,1749.59,
0,0,0.140427,0,2.8306,-5.7139,0.8766,0.0402,1750.47,
0,0,0.140427,0,2.8306,-5.4859,0.9128,0,1751.34,
0,0,0.140427,0,2.8306,-2.6411,0.9458,0.0362,1752.26,
0,0,0.140427,0,2.8306,-5.3299,0.9748,0.033,1753.2,
0,0,0.140427,0,2.8306,-5.2193,1.0199,0.029,1754.18,
0,0,0.140427,0,2.8306,-5.0381,1.0357,0.0451,1755.2,
0,0,0.140427,0,2.8306,-6.3357,1.0466,0.0158,1756.23,
0,0,0.140427,0,2.8306,-4.3178,1.0528,0.0109,1757.28,
0,0,0.140427,0,2.8306,-4.0093,1.0545,0.0062,1758.33,
0,0,0.140427,0,2.8306,-3.6985,1.0517,0.0017,1759.39,
0,0,0.140427,0,2.8306,-3.6985,1.0517,-0.0028,1760.44,
0,0,0.140427,0,2.8306,-3.0577,1.0446,0,1761.49,
0,0,0.140427,0,2.8306,-3.2558,1.033,-0.0071,1762.53,
0,0,0.140427,0,2.8306,-2.7285,1.0172,-0.0116,1763.57,
0,0,0.140427,0,2.8306,-2.3693,0.973,-0.0158,1764.58,
0,0,0.140427,0,2.8306,-2.3693,0.973,-0.0442,1765.56,
0,0,0.140427,0,2.8306,0.1483,0.9456,0,1766.53,
0,0,0.140427,0,2.8306,-2.9796,0.914,-0.0274,1767.48,
0,0,0.140427,0,2.8306,-0.9444,0.8789,-0.0316,1768.39,
0,0,0.140427,0,2.8306,-0.5363,0.8405,-0.0351,1769.27,
0,0,0.140427,0,2.8306,-0.1653,0.799,-0.0384,1770.11,
0,0,0.140427,0,2.8306,-0.1653,0.799,-0.0415,1770.91,
0,0,0.140427,0,2.8306,0.5681,0.7548,0,1771.71,
0,0,0.140427,0,2.8306,-2.3687,0.7071,-0.0442,1772.46,
0,0,0.140427,0,2.8306,0.9143,0.6044,-0.0477,1773.17,
0,0,0.140427,0,2.8306,1.3294,0.55,-0.1027,1773.77,
0,0,0.140427,0,2.8306,5.582,0.4954,-0.0544,1774.32,
0,0,0.140427,0,2.8306,2.3551,0.4397,-0.0546,1774.82,
0,0,0.140427,0,2.8306,2.5609,0.3833,-0.0557,1775.26,
0,0,0.140427,0,2.8306,2.8343,0.2737,-0.0564,1775.64,
0,0,0.140427,0,2.8306,3.0818,0.2453,-0.1096,1775.91,
0,0,0.140427,0,2.8306,7.2313,0.214,-0.0284,1776.16,
0,0,0.140427,0,2.8306,1.5849,0.2461,-0.0313,1776.37,
0,0,0.140427,0,2.8306,1.9,0.2597,0.0321,1776.62,
0,0,0.140427,0,2.8306,-2.6992,0.2727,0.0136,1776.88,
0,0,0.140427,0,2.8306,-1.4378,0.2854,0.013,1777.15,
0,0,0.140427,0,2.8306,-1.4378,0.2854,0.0127,1777.44,
0,0,0.140427,0,2.8306,-1.4643,0.3093,0,1777.72,
0,0,0.140427,0,2.8306,-1.4643,0.3093,0.0239,1778.03,
0,0,0.140427,0,2.8306,-2.3408,0.3201,0,1778.34,
0,0,0.140427,0,2.8306,-0.6495,0.3305,0.0108,1778.66,
0,0,0.140427,0,2.8306,-1.4517,0.3402,0.0104,1778.99,
0,0,0.140427,0,2.8306,-1.4599,0.3491,0.0097,1779.33,
0,0,0.140427,0,2.8306,-1.4444,0.3571,0.0089,1779.68,
0,0,0.140427,0,2.8306,-1.4191,0.3642,0.008,1780.04,
0,0,0.140427,0,2.8306,-1.3835,0.3703,0.0071,1780.4,
0,0,0.140427,0,2.8306,-1.3447,0.3754,0.0061,1780.77,
0,0,0.140427,0,2.8306,-1.2953,0.3794,0.0051,1781.15,
0,0,0.140427,0,2.8306,-1.2425,0.3823,0.004,1781.53,
0,0,0.140427,0,2.8306,-1.1787,0.3842,0.0029,1781.91,
0,0,0.140427,0,2.8306,-1.111,0.3849,0.0019,1782.29,
0,0,0.140427,0,2.8306,-1.0469,0.3851,0.0007,1782.68,
0,0,0.140427,0,2.8306,-0.9645,0.4433,0.0002,1783.06,
0,0,0.140427,0,2.8306,-0.9645,0.4433,0.0582,1783.51,
0,0,0.140427,0,2.8306,-5.2385,0.5466,0,1783.95,
0,0,0.140427,0,2.8306,-5.2385,0.5466,0.1033,1784.5,
0,0,0.140427,0,2.8306,-8.7926,0.5923,0,1785.04,
0,0,0.140427,0,2.8306,-1.4826,0.6356,0.0457,1785.64,
0,0,0.140427,0,2.8306,-4.877,0.6753,0.0433,1786.27,
0,0,0.140427,0,2.8306,-4.8592,0.7111,0.0397,1786.95,
0,0,0.140427,0,2.8306,-4.7438,0.7429,0.0358,1787.66,
0,0,0.140427,0,2.8306,-4.5935,0.7706,0.0318,1788.4,
0,0,0.140427,0,2.8306,-4.4221,0.8128,0.0277,1789.17,
0,0,0.140427,0,2.8306,-4.2292,0.8271,0.0422,1789.99,
0,0,0.140427,0,2.8306,-5.4034,0.8362,0.0143,1790.81,
0,0,0.140427,0,2.8306,-3.4793,0.8405,0.0091,1791.65,
0,0,0.140427,0,2.8306,-3.1433,0.8402,0.0043,1792.49,
0,0,0.140427,0,2.8306,-3.1433,0.8402,-0.0003,1793.33,
0,0,0.140427,0,2.8306,-2.4921,0.8353,0,1794.17,
0,0,0.140427,0,2.8306,-2.5133,0.8258,-0.0049,1795,
0,0,0.140427,0,2.8306,-2.1494,0.8118,-0.0095,1795.83,
0,0,0.140427,0,2.8306,-1.7905,0.8017,-0.014,1796.64,
0,0,0.140427,0,2.8306,-1.4229,0.8057,-0.0101,1797.44,
0,0,0.140427,0,2.8306,-1.4229,0.8057,0.004,1798.25,
0,0,0.140427,0,2.8306,-2.6753,0.813,0,1799.06,
0,0,0.140427,0,2.8306,-2.3922,0.8141,0.0073,1799.87,
0,0,0.140427,0,2.8306,-2.9344,0.8078,0.0011,1800.68,
0,0,0.140427,0,2.8306,-2.4996,0.7618,-0.0063,1801.49,
0,0,0.140427,0,2.8306,-1.9538,0.7376,-0.046,1802.25,
0,0,0.140427,0,2.8306,1.0171,0.71,-0.0242,1802.99,
0,0,0.140427,0,2.8306,1.0171,0.71,-0.0276,1803.7,
0,0,0.140427,0,2.8306,-0.1031,0.679,0,1804.41,
0,0,0.140427,0,2.8306,-2.0562,0.6439,-0.031,1805.09,
0,0,0.140427,0,2.8306,0.2463,0.5641,-0.0351,1805.73,
0,0,0.140427,0,2.8306,0.6597,0.5199,-0.0798,1806.3,
0,0,0.140427,0,2.8306,4.103,0.4745,-0.0442,1806.82,
0,0,0.140427,0,2.8306,4.103,0.4745,-0.0454,1807.29,
0,0,0.140427,0,2.8306,1.9832,0.4494,0,1807.77,
0,0,0.140427,0,2.8306,-1.2295,0.4375,-0.0251,1808.22,
0,0,0.140427,0,2.8306,0.6348,0.4343,-0.0119,1808.65,
0,0,0.140427,0,2.8306,-0.2575,0.4292,-0.0032,1809.09,
0,0,0.140427,0,2.8306,-0.8619,0.422,-0.0051,1809.52,
0,0,0.140427,0,2.8306,-0.7095,0.388,-0.0072,1809.94,
0,0,0.140427,0,2.8306,-0.5357,0.3727,-0.034,1810.33,
0,0,0.140427,0,2.8306,-0.5357,0.3727,-0.0153,1810.7,
0,0,0.140427,0,2.8306,0.2106,0.3558,0,1811.07,
0,0,0.140427,0,2.8306,-0.8721,0.337,-0.0169,1811.43,
0,0,0.140427,0,2.8306,0.3832,0.3166,-0.0188,1811.76,
0,0,0.140427,0,2.8306,0.5836,0.295,-0.0204,1812.08,
0,0,0.140427,0,2.8306,0.7685,0.2721,-0.0216,1812.38,
0,0,0.140427,0,2.8306,0.7685,0.2721,-0.0229,1812.65,
0,0,0.140427,0,2.8306,1.1016,0.2483,0,1812.92,
0,0,0.140427,0,2.8306,-0.5189,0.2231,-0.0238,1813.17,
0,0,0.140427,0,2.8306,1.2488,0.1972,-0.0252,1813.39,
0,0,0.140427,0,2.8306,1.4364,0.1707,-0.0259,1813.59,
0,0,0.140427,0,2.8306,1.5768,0.1439,-0.0265,1813.76,
0,0,0.140427,0,2.8306,1.7123,0.1169,-0.0268,1813.9,
0,0,0.140427,0,2.8306,1.7123,0.1169,-0.027,1814.02,
0,0,0.140427,0,2.8306,1.9366,0.0899,0,1814.14,
0,0,0.140427,0,2.8306,0.0259,0.0625,-0.027,1814.23,
0,0,0.140427,0,2.8306,2.0314,0.0355,-0.0274,1814.29,
0,0,0.140427,0,2.8306,2.1559,0.0089,-0.027,1814.33,
0,0,0.140427,0,2.8306,2.1559,0.0089,-0.0266,1814.33,
0,0,0.140427,0,2.8306,2.2874,-0.017,0,1814.34,
0,0,0.140427,0,2.8306,0.4051,-0.1097,-0.0259,1814.33,
0,0,0.140427,0,2.8306,2.3288,-0.076,-0.0927,1814.22,
0,0,0.140427,0,2.8306,7.3814,-0.0555,0.0337,1814.14,
0,0,0.140427,0,2.8306,-1.6816,-0.0345,0.0205,1814.08,
0,0,0.140427,0,2.8306,-0.8195,-0.0129,0.021,1814.05,
0,0,0.140427,0,2.8306,-0.8195,-0.0129,0.0216,1814.04,
0,0,0.140427,0,2.8306,-1.0469,0.0091,0,1814.02,
0,0,0.140427,0,2.8306,0.4816,0.032,0.022,1814.03,
0,0,0.140427,0,2.8306,-1.1524,0.0552,0.0229,1814.07,
0,0,0.140427,0,2.8306,-1.2965,0.0785,0.0232,1814.12,
0,0,0.140427,0,2.8306,-1.3992,0.1018,0.0233,1814.2,
0,0,0.140427,0,2.8306,-1.4881,0.1249,0.0233,1814.3,
0,0,0.140427,0,2.8306,-1.5699,0.1478,0.0231,1814.43,
0,0,0.140427,0,2.8306,-1.6368,0.1701,0.0229,1814.57,
0,0,0.140427,0,2.8306,-1.7031,0.1918,0.0223,1814.74,
0,0,0.140427,0,2.8306,-1.7389,0.2128,0.0217,1814.94,
0,0,0.140427,0,2.8306,-1.7726,0.2329,0.021,1815.15,
0,0,0.140427,0,2.8306,-1.7968,0.2638,0.0201,1815.38,
0,0,0.140427,0,2.8306,-1.8037,0.3064,0.0309,1815.65,
0,0,0.140427,0,2.8306,-2.6764,0.3648,0.0426,1815.95,
0,0,0.140427,0,2.8306,-3.6539,0.424,0.0584,1816.32,
0,0,0.140427,0,2.8306,-4.977,0.5334,0.0592,1816.74,
0,0,0.140427,0,2.8306,-5.2415,0.5828,0.1094,1817.27,
0,0,0.140427,0,2.8306,-5.2415,0.5828,0.0494,1817.86,
0,0,0.140427,0,2.8306,-5.1055,0.6281,0,1818.44,
0,0,0.140427,0,2.8306,-1.6097,0.6702,0.0453,1819.07,
0,0,0.140427,0,2.8306,-4.9744,0.7081,0.0421,1819.74,
0,0,0.140427,0,2.8306,-4.8957,0.7413,0.0379,1820.45,
0,0,0.140427,0,2.8306,-4.7316,0.7695,0.0332,1821.19,
0,0,0.140427,0,2.8306,-4.5155,0.7927,0.0282,1821.96,
0,0,0.140427,0,2.8306,-4.2607,0.8106,0.0232,1822.75,
0,0,0.140427,0,2.8306,-3.9883,0.8231,0.0179,1823.56,
0,0,0.140427,0,2.8306,-3.6761,0.8301,0.0125,1824.38,
0,0,0.140427,0,2.8306,-3.3379,0.8317,0.007,1825.21,
0,0,0.140427,0,2.8306,-2.9732,0.8279,0.0016,1826.04,
0,0,0.140427,0,2.8306,-2.5967,0.8186,-0.0038,1826.87,
0,0,0.140427,0,2.8306,-2.2012,0.804,-0.0093,1827.69,
0,0,0.140427,0,2.8306,-1.7794,0.7842,-0.0146,1828.5,
0,0,0.140427,0,2.8306,-1.3531,0.7593,-0.0198,1829.28,
0,0,0.140427,0,2.8306,-0.9156,0.7296,-0.0249,1830.04,
0,0,0.140427,0,2.8306,-0.4673,0.6953,-0.0297,1830.77,
0,0,0.140427,0,2.8306,-0.0233,0.6139,-0.0343,1831.46,
0,0,0.140427,0,2.8306,0.4226,0.5673,-0.0814,1832.08,
0,0,0.140427,0,2.8306,0.4226,0.5673,-0.0466,1832.64,
0,0,0.140427,0,2.8306,1.7424,0.5179,0,1833.21,
0,0,0.140427,0,2.8306,-1.5553,0.4772,-0.0494,1833.73,
0,0,0.140427,0,2.8306,2.1139,0.4411,-0.0407,1834.21,
0,0,0.140427,0,2.8306,1.6412,0.4182,-0.0361,1834.65,
0,0,0.140427,0,2.8306,1.4424,0.3928,-0.0229,1835.07,
0,0,0.140427,0,2.8306,0.5887,0.3651,-0.0254,1835.46,
0,0,0.140427,0,2.8306,0.8548,0.3351,-0.0277,1835.82,
0,0,0.140427,0,2.8306,1.1148,0.3032,-0.03,1836.16,
0,0,0.140427,0,2.8306,1.3829,0.2695,-0.0319,1836.46,
0,0,0.140427,0,2.8306,1.6293,0.2345,-0.0337,1836.73,
0,0,0.140427,0,2.8306,1.875,0.1984,-0.035,1836.97,
0,0,0.140427,0,2.8306,2.0899,0.1615,-0.0361,1837.17,
0,0,0.140427,0,2.8306,2.2944,0.1241,-0.0369,1837.33,
0,0,0.140427,0,2.8306,2.4806,0.0866,-0.0374,1837.45,
0,0,0.140427,0,2.8306,2.6473,0.0492,-0.0375,1837.54,
0,0,0.140427,0,2.8306,2.6473,0.0492,-0.0374,1837.59,
0,0,0.140427,0,2.8306,2.9102,0.0124,0,1837.64,
0,0,0.140427,0,2.8306,0.2636,-0.0246,-0.0368,1837.65,
0,0,0.140427,0,2.8306,2.997,0.1565,-0.037,1837.62,
0,0,0.140427,0,2.8306,3.141,-0.0622,0.1811,1837.78,
0,0,0.140427,0,2.8306,-12.9286,-0.0606,-0.2187,1837.72,
0,0,0.140427,0,2.8306,16.131,-0.0615,0.0016,1837.66,
0,0,0.140427,0,2.8306,0.5359,-0.0624,-0.0009,1837.6,
0,0,0.140427,0,2.8306,0.7159,-0.0632,-0.0009,1837.53,
0,0,0.140427,0,2.8306,0.7191,-0.0638,-0.0008,1837.47,
0,0,0.140427,0,2.8306,0.7148,-0.0641,-0.0006,1837.41,
0,0,0.140427,0,2.8306,0.7028,-0.0641,-0.0003,1837.34,
0,0,0.140427,0,2.8306,0.6826,-0.0637,0,1837.28,
0,0,0.140427,0,2.8306,0.6614,-0.0629,0.0004,1837.21,
0,0,0.140427,0,2.8306,0.6317,-0.0617,0.0008,1837.15,
0,0,0.140427,0,2.8306,0.6005,-0.0599,0.0012,1837.09,
0,0,0.140427,0,2.8306,0.568,-0.0576,0.0018,1837.03,
0,0,0.140427,0,2.8306,0.5192,-0.0548,0.0023,1836.97,
0,0,0.140427,0,2.8306,0.4758,-0.0514,0.0028,1836.92,
0,0,0.140427,0,2.8306,0.4306,-0.0473,0.0034,1836.87,
0,0,0.140427,0,2.8306,0.3762,-0.0427,0.0041,1836.82,
0,0,0.140427,0,2.8306,0.3123,-0.0375,0.0046,1836.78,
0,0,0.140427,0,2.8306,0.2607,-0.0252,0.0052,1836.74,
0,0,0.140427,0,2.8306,0.2,-0.0181,0.0123,1836.71,
0,0,0.140427,0,2.8306,-0.3456,-0.0107,0.0071,1836.7,
0,0,0.140427,0,2.8306,-0.0026,-0.0027,0.0074,1836.68,
0,0,0.140427,0,2.8306,-0.0026,-0.0027,0.008,1836.68,
0,0,0.140427,0,2.8306,-0.1203,0.0145,0,1836.68,
0,0,0.140427,0,2.8306,0.4458,0.0238,0.0172,1836.69,
0,0,0.140427,0,2.8306,-0.8317,0.0334,0.0093,1836.72,
0,0,0.140427,0,2.8306,-0.3053,0.0431,0.0096,1836.75,
0,0,0.140427,0,2.8306,-0.3603,0.0531,0.0097,1836.79,
0,0,0.140427,0,2.8306,-0.4014,0.0633,0.01,1836.85,
0,0,0.140427,0,2.8306,-0.4577,0.0735,0.0102,1836.91,
0,0,0.140427,0,2.8306,-0.5077,0.0855,0.0102,1836.98,
0,0,0.140427,0,2.8306,-0.5435,-0.1464,0.012,1837.07,
0,0,0.140427,0,2.8306,-0.713,0.1359,-0.2319,1836.92,
0,0,0.140427,0,2.8306,17.3607,0.1871,0.2823,1837.06,
0,0,0.140427,0,2.8306,-20.0177,0.2362,0.0512,1837.25,
0,0,0.140427,0,2.8306,-20.0177,0.2362,0.0491,1837.48,
0,0,0.140427,0,2.8306,-3.8675,0.3299,0,1837.72,
0,0,0.140427,0,2.8306,-0.3929,0.4194,0.0937,1838.05,
0,0,0.140427,0,2.8306,-7.3525,0.4604,0.0895,1838.47,
0,0,0.140427,0,2.8306,-7.3695,0.4971,0.041,1838.93,
0,0,0.140427,0,2.8306,-4.0813,0.5303,0.0367,1839.43,
0,0,0.140427,0,2.8306,-3.9059,0.5595,0.0332,1839.96,
0,0,0.140427,0,2.8306,-3.7748,0.5847,0.0292,1840.51,
0,0,0.140427,0,2.8306,-3.5942,0.6056,0.0252,1841.1,
0,0,0.140427,0,2.8306,-3.3996,0.622,0.0209,1841.71,
0,0,0.140427,0,2.8306,-3.1687,0.6338,0.0164,1842.33,
0,0,0.140427,0,2.8306,-2.9079,0.6409,0.0118,1842.96,
0,0,0.140427,0,2.8306,-2.6238,0.6588,0.0071,1843.6,
0,0,0.140427,0,2.8306,-2.3161,0.6785,0.0179,1844.26,
0,0,0.140427,0,2.8306,-2.3161,0.6785,0.0197,1844.94,
0,0,0.140427,0,2.8306,-3.3397,0.697,0,1845.62,
0,0,0.140427,0,2.8306,-1.9457,0.7106,0.0185,1846.31,
0,0,0.140427,0,2.8306,-3.3198,0.7187,0.0136,1847.03,
0,0,0.140427,0,2.8306,-3.0208,0.7212,0.0081,1847.74,
0,0,0.140427,0,2.8306,-2.66,0.718,0.0025,1848.47,
0,0,0.140427,0,2.8306,-2.66,0.718,-0.0032,1849.18,
0,0,0.140427,0,2.8306,-1.8579,0.7095,0,1849.9,
0,0,0.140427,0,2.8306,-2.0843,0.6955,-0.0085,1850.61,
0,0,0.140427,0,2.8306,-1.453,0.6762,-0.014,1851.31,
0,0,0.140427,0,2.8306,-1.0146,0.6518,-0.0193,1851.98,
0,0,0.140427,0,2.8306,-0.5718,0.6225,-0.0244,1852.63,
0,0,0.140427,0,2.8306,-0.1253,0.5885,-0.0293,1853.26,
0,0,0.140427,0,2.8306,0.3244,0.5501,-0.034,1853.85,
0,0,0.140427,0,2.8306,0.7763,0.5077,-0.0384,1854.4,
0,0,0.140427,0,2.8306,1.2225,0.4618,-0.0424,1854.9,
0,0,0.140427,0,2.8306,1.6544,0.4126,-0.0459,1855.36,
0,0,0.140427,0,2.8306,2.0632,0.3606,-0.0492,1855.78,
0,0,0.140427,0,2.8306,2.4695,0.3064,-0.052,1856.14,
0,0,0.140427,0,2.8306,2.8502,0.2504,-0.0542,1856.44,
0,0,0.140427,0,2.8306,3.1961,0.1932,-0.056,1856.69,
0,0,0.140427,0,2.8306,3.5201,0.1353,-0.0572,1856.89,
0,0,0.140427,0,2.8306,3.8058,0.0773,-0.0579,1857.02,
0,0,0.140427,0,2.8306,4.0586,0.0196,-0.058,1857.1,
0,0,0.140427,0,2.8306,4.2693,-0.0371,-0.0577,1857.12,
0,0,0.140427,0,2.8306,4.4507,-0.092,-0.0567,1857.08,
0,0,0.140427,0,2.8306,4.579,-0.1396,-0.0549,1856.99,
0,0,0.140427,0,2.8306,4.579,-0.1396,-0.0476,1856.85,
0,0,0.140427,0,2.8306,4.2948,-0.1719,0,1856.71,
0,0,0.140427,0,2.8306,0.9264,-0.1965,-0.0323,1856.54,
0,0,0.140427,0,2.8306,3.3255,-0.2184,-0.0246,1856.34,
0,0,0.140427,0,2.8306,2.867,-0.2542,-0.0219,1856.13,
